OID,FID_1,OBJECTID,CrashSever,CollisionT,Weather,Light,RoadSurfac,TrafficCon,City,Year,Fatality,Injury,X,Y,FULLNAME
2258,2092,1493,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2009,0,1,-88.24240112,40.12969971,N Hickory St
2259,2194,1595,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2009,0,2,-88.22879791,40.11740112,N Wright St
2260,643,44,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2003,0,1,-88.188797,40.14530182,N Cunningham Ave
2261,812,213,A-Injury,Angle,Clear,Darkness,Dry,Lane Use Marking,Urbana,2001,0,3,-88.18779755,40.14699936,N Cunningham Ave
2262,1030,431,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,1999,0,6,-88.19219971,40.13959885,N Cunningham Ave
2263,2125,1526,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2009,0,3,-88.1964035,40.13240051,N Cunningham Ave
2264,25,2026,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2012,0,1,-88.20500183,40.11349869,N Vine St
2265,227,2228,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Urbana,2013,0,1,-88.20500183,40.11410141,N Vine St
2266,1476,877,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.20500183,40.11360168,N Vine St
2267,1771,1172,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2007,0,2,-88.20500183,40.11360168,N Vine St
2268,1782,1183,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2007,0,2,-88.20500183,40.11629868,N Vine St
2269,1791,1192,A-Injury,Unknown,Clear,Daylight,Dry,Traffic Signal,Urbana,2007,0,1,-88.20500183,40.11629868,N Vine St
2270,2221,1622,A-Injury,Sideswipe opposite direction,Clear,Daylight,Wet,Lane Use Marking,Urbana,2010,0,2,-88.20510101,40.11520004,N Vine St
2271,386,2387,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Urbana,2014,0,1,-88.20500183,40.11629868,N Cunningham Ave
2272,409,2410,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2014,0,2,-88.20500183,40.11629868,N Cunningham Ave
2273,630,31,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2003,0,1,-88.20189667,40.12200165,N Cunningham Ave
2274,879,280,A-Injury,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,2000,0,1,-88.20420074,40.11769867,N Cunningham Ave
2275,924,325,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2000,0,2,-88.19940186,40.12739944,N Cunningham Ave
2276,994,395,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Urbana,1999,0,1,-88.20130157,40.12340164,N Cunningham Ave
2277,1042,443,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,1999,0,2,-88.19869995,40.12850189,N Cunningham Ave
2278,1085,486,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2004,0,2,-88.19940186,40.12739944,N Cunningham Ave
2279,1086,487,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Urbana,2004,0,1,-88.19940186,40.12739944,N Cunningham Ave
2280,1261,662,A-Injury,Rear end,Clear,Dusk,Dry,No Controls,Urbana,2005,0,1,-88.19819641,40.12929916,N Cunningham Ave
2281,2051,1452,A-Injury,Parked motor vehicle,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2009,0,1,-88.20189667,40.12210083,N Cunningham Ave
2282,2058,1459,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Urbana,2009,0,1,-88.20500183,40.11629868,N Cunningham Ave
2283,2121,1522,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Urbana,2009,0,1,-88.20359802,40.11880112,N Cunningham Ave
2284,2155,1556,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Urbana,2009,0,1,-88.20500183,40.11629868,N Cunningham Ave
2285,2343,1744,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2010,0,1,-88.20500183,40.11629868,N Cunningham Ave
2286,180,2181,A-Injury,Angle,Clear,Daylight,Wet,Stop Sign/Flasher,Urbana,2013,0,2,-88.21779633,40.1128006,N Busey Ave
2287,805,206,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2001,0,1,-88.2173996,40.11650085,N Busey Ave
2288,475,2476,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2015,0,1,-88.22579956,40.12310028,N Mathews Ave
2289,326,2327,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,No Controls,Urbana,2014,0,2,-88.21959686,40.1283989,N Lincoln Ave
2290,399,2400,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2014,0,1,-88.21949768,40.12400055,N Lincoln Ave
2291,410,2411,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2014,0,2,-88.21949768,40.12319946,N Lincoln Ave
2292,1082,483,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2004,0,3,-88.2193985,40.11640167,N Lincoln Ave
2293,1503,904,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.21949768,40.1271019,N Lincoln Ave
2294,1766,1167,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2007,0,1,-88.21959686,40.12739944,N Lincoln Ave
2295,1789,1190,A-Injury,Unknown,Clear,Daylight,Dry,No Controls,Urbana,2007,0,1,-88.21949768,40.12060165,N Lincoln Ave
2296,1851,1252,A-Injury,Head on,Clear,Daylight,Snow or slush,No Controls,Urbana,2008,0,1,-88.21949768,40.12409973,N Lincoln Ave
2297,2105,1506,A-Injury,Head on,Rain,Daylight,Wet,No Controls,Urbana,2009,0,3,-88.21949768,40.12400055,N Lincoln Ave
2298,846,247,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2001,0,1,-88.25789642,40.13499832,N Prospect Ave
2299,1039,440,A-Injury,Rear end,Clear,Darkness,Dry,No Controls,Champaign,1999,0,1,-88.25789642,40.13290024,N Prospect Ave
2300,1306,707,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2005,0,1,-88.25789642,40.13800049,N Prospect Ave
2301,1822,1223,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2008,0,2,-88.25810242,40.15679932,N Prospect Ave
2302,77,2078,A-Injury,Angle,Clear,Darkness,Dry,Traffic Signal,Champaign,2012,0,2,-88.24359894,40.13359833,N Neil St
2303,235,2236,A-Injury,Fixed object,Rain,"Darkness, lighted road",Wet,No Controls,Champaign,2013,0,3,-88.24389648,40.13909912,N Neil St
2304,248,2249,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,No Controls,Champaign,2013,0,1,-88.24359894,40.1310997,N Neil St
2305,260,2261,A-Injury,Angle,Clear,Dawn,Wet,Stop Sign/Flasher,Champaign,2013,0,4,-88.24359894,40.12969971,N Neil St
2306,281,2282,A-Injury,Turning,Clear,Darkness,Dry,Traffic Signal,Champaign,2013,0,2,-88.24369812,40.13800049,N Neil St
2307,359,2360,A-Injury,Rear end,Clear,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2014,0,1,-88.24349976,40.12110138,N Neil St
2308,516,2517,A-Injury,Other object,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.24349976,40.12229919,N Neil St
2309,518,2519,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2015,0,1,-88.24359894,40.12969971,N Neil St
2310,624,25,A-Injury,Turning,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2003,0,2,-88.24369812,40.13359833,N Neil St
2311,737,138,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2002,0,2,-88.24369812,40.13479996,N Neil St
2312,840,241,A-Injury,Turning,Clear,Darkness,Dry,School Zone,Champaign,2001,0,4,-88.24369812,40.13600159,N Neil St
2313,999,400,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,1999,0,4,-88.24359894,40.13259888,N Neil St
2314,1127,528,A-Injury,Turning,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2004,0,1,-88.24359894,40.13119888,N Neil St
2315,1281,682,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,2,-88.24369812,40.13359833,N Neil St
2316,1284,685,A-Injury,Turning,Clear,"Darkness, lighted road",Ice,Traffic Signal,Champaign,2005,0,1,-88.24369812,40.13359833,N Neil St
2317,1485,886,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2006,0,1,-88.24359894,40.1283989,N Neil St
2318,1487,888,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.24349976,40.12120056,N Neil St
2319,1491,892,A-Injury,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,2006,0,1,-88.24839783,40.14369965,N Neil St
2320,1495,896,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.24359894,40.13249969,N Neil St
2321,1534,935,A-Injury,Turning,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2006,0,2,-88.24349976,40.11640167,N Neil St
2322,1677,1078,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.24349976,40.12110138,N Neil St
2323,1679,1080,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Champaign,2007,0,1,-88.24349976,40.12110138,N Neil St
2324,1681,1082,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.24369812,40.13600159,N Neil St
2325,1728,1129,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.24349976,40.12110138,N Neil St
2326,1729,1130,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,3,-88.24369812,40.13800049,N Neil St
2327,1839,1240,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2008,0,1,-88.24369812,40.13600159,N Neil St
2328,1893,1294,A-Injury,Pedalcyclist,Unknown,"Darkness, lighted road",Unknown,Unknown,Champaign,2008,0,1,-88.24369812,40.13800049,N Neil St
2329,1925,1326,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2008,0,1,-88.24349976,40.11640167,N Neil St
2330,1939,1340,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2008,0,1,-88.24359894,40.12350082,N Neil St
2331,2001,1402,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2009,0,2,-88.24359894,40.12969971,N Neil St
2332,2017,1418,A-Injury,Turning,Clear,Daylight,Wet,Traffic Signal,Champaign,2009,0,3,-88.24369812,40.13800049,N Neil St
2333,2052,1453,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2009,0,2,-88.24349976,40.12110138,N Neil St
2334,2129,1530,A-Injury,Turning,Clear,Daylight,Wet,Traffic Signal,Champaign,2009,0,3,-88.24349976,40.11640167,N Neil St
2335,98,2099,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,1,-88.26270294,40.13100052,N McKinley Ave
2336,187,2188,A-Injury,Overturned,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2013,0,1,-88.26270294,40.12540054,N McKinley Ave
2337,361,2362,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2014,0,1,-88.26270294,40.12720108,N McKinley Ave
2338,374,2375,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2014,0,1,-88.26270294,40.13100052,N McKinley Ave
2339,1748,1149,A-Injury,Unknown,Clear,Darkness,Dry,Stop Sign/Flasher,Champaign,2007,0,1,-88.26260376,40.11640167,N McKinley Ave
2340,1817,1218,A-Injury,Rear end,Clear,Daylight,Wet,Stop Sign/Flasher,Champaign,2008,0,1,-88.26270294,40.12720108,N McKinley Ave
2341,1828,1229,A-Injury,Sideswipe same direction,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2008,0,1,-88.26260376,40.11640167,N McKinley Ave
2342,2099,1500,A-Injury,Rear end,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2009,0,2,-88.26270294,40.12720108,N McKinley Ave
2343,863,264,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2001,0,5,-88.21959686,40.13420105,N Lincoln Ave
2344,8,2009,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,1,-88.25170135,40.11629868,N Lynn St
2345,142,2143,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,1,-88.21959686,40.13420105,N Lincoln Ave
2346,2595,1996,A-Injury,Angle,Other,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2012,0,2,-87.99449921,39.89410019,Co Rd 100 N
2347,2421,1822,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2011,0,2,-88.19049835,40.08380127,Co Rd 1400 N
2348,2453,1854,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2011,0,1,-88.16220093,40.08399963,Co Rd 1400 N
2349,2598,1999,A-Injury,Turning,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2012,0,2,-88.16220093,40.08399963,Co Rd 1400 N
2350,2386,1787,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2010,0,1,-88.24669647,40.09809875,Co Rd 1500 N
2351,2517,1918,A-Injury,Rear end,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2011,0,1,-88.28790283,40.09840012,Co Rd 1500 N
2352,2545,1946,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2011,0,2,-88.21910095,40.09820175,Co Rd 1500 N
2353,2572,1973,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Champaign,2011,0,1,-88.25759888,40.09809875,Co Rd 1500 N
2354,2455,1856,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Savoy,2011,0,2,-88.25440216,40.06900024,Co Rd 1300 N
2355,2379,1780,A-Injury,Sideswipe opposite direction,Rain,Daylight,Ice,Lane Use Marking,Champaign,2010,0,2,-88.27089691,40.15710068,Co Rd 1900 N
2356,2476,1877,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2011,0,1,-88.15750122,40.04019928,Co Rd 1100 N
2357,2445,1846,A-Injury,Angle,Rain,Daylight,Wet,No Controls,Unincorporated,2011,0,1,-88.4253006,39.9231987,Co Rd 300 N
2358,2380,1781,A-Injury,Angle,Clear,Dusk,Dry,Stop Sign/Flasher,Champaign,2010,0,1,-88.23539734,40.11270142,Co Rd 1600 N
2359,2402,1803,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2011,0,1,-88.24680328,40.11259842,Co Rd 1600 N
2360,2441,1842,A-Injury,Rear end,Clear,Daylight,Dry,Police/Flagman,Champaign,2011,0,2,-88.26270294,40.11270142,Co Rd 1600 N
2361,2463,1864,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2011,0,1,-88.26249695,40.11270142,Co Rd 1600 N
2362,2490,1891,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2011,0,1,-88.23539734,40.11270142,Co Rd 1600 N
2363,2561,1962,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2011,0,1,-88.23539734,40.11270142,Co Rd 1600 N
2364,2567,1968,A-Injury,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2011,0,1,-88.24680328,40.11259842,Co Rd 1600 N
2365,2575,1976,A-Injury,Pedalcyclist,Rain,Darkness,Wet,Traffic Signal,Champaign,2011,0,1,-88.28279877,40.11289978,Co Rd 1600 N
2366,2363,1764,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2010,0,1,-88.26519775,40.12730026,Co Rd 1700 N
2367,2395,1796,A-Injury,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,2010,0,1,-88.26850128,40.12730026,Co Rd 1700 N
2368,2411,1812,A-Injury,Train,Rain,Darkness,Wet,RR Crossing Gate,Champaign,2011,0,2,-88.23600006,40.12730026,Co Rd 1700 N
2369,2480,1881,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,No Controls,Champaign,2011,0,1,-88.25900269,40.12720108,Co Rd 1700 N
2370,2510,1911,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2011,0,1,-88.25029755,40.12720108,Co Rd 1700 N
2371,2368,1769,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2010,0,2,-88.19460297,40.10570145,Co Rd 1550 N
2372,2507,1908,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2011,0,1,-88.36820221,39.98199844,Co Rd 700 N
2373,2527,1928,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2011,0,2,-87.95069885,40.31330109,Co Rd 3000 N
2374,2590,1991,A-Injury,Fixed object,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2012,0,1,-88.05979919,40.31259918,Co Rd 3000 N
2375,2443,1844,A-Injury,Fixed object,Rain,Darkness,Wet,Stop Sign/Flasher,Unincorporated,2011,0,1,-88.20929718,40.05459976,Co Rd 1200 N
2376,2492,1893,A-Injury,Overturned,Clear,Daylight,Other,No Controls,Unincorporated,2011,0,1,-88.46279907,40.05509949,Co Rd 1200 N
2377,2586,1987,A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2012,0,1,-87.96769714,40.23989868,Co Rd 2500 N
2378,2563,1964,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2011,0,1,-88.42630005,40.12400055,Co Rd 1675 N
2379,2436,1837,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2011,0,1,-88.20890045,40.11240005,Co Rd 1600 N
2380,2461,1862,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Urbana,2011,0,1,-88.22709656,40.11270142,Co Rd 1600 N
2381,2430,1831,A-Injury,Overturned,Clear,Daylight,Ice,No Controls,Unincorporated,2011,0,5,-88.30390167,40.02539825,Co Rd 1000 N
2382,2464,1865,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Unincorporated,2011,0,3,-88.34980011,40.0257988,Co Rd 1000 N
2383,2549,1950,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2011,0,5,-88.42579651,40.02560043,Co Rd 1000 N
2384,2542,1943,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2011,0,2,-88.44680023,40.31100082,Co Rd 3000 N
2385,2511,1912,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Unincorporated,2011,0,3,-88.04759979,40.12789917,Co Rd 1700 N
2386,2401,1802,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2011,0,2,-88.12460327,40.11330032,Co Rd 1600 N
2387,2556,1957,A-Injury,Rear end,Clear,Daylight,Dry,School Zone,St Joseph,2011,0,2,-88.03820038,40.11320114,Co Rd 1600 N
2388,2578,1979,A-Injury,Angle,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,2,-88.14360046,40.11339951,Co Rd 1600 N
2389,2587,1988,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,2,-88.16280365,40.11330032,Co Rd 1600 N
2390,2400,1801,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2011,0,1,-87.99220276,40.11249924,Co Rd 1600 N
2391,2580,1981,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,2,-88.19069672,40.14199829,Co Rd 1800 N
2392,2559,1960,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Rantoul,2011,0,2,-88.17060089,40.28269958,Co Rd 2800 N
2393,2524,1925,A-Injury,Overturned,Rain,Darkness,Wet,No Controls,Unincorporated,2011,0,1,-87.99459839,39.97109985,Co Rd 2500 E
2394,2367,1768,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2010,0,2,-88.29519653,40.09859848,Co Rd 900 E
2395,2469,1870,A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2011,0,1,-88.28939819,40.25999832,Co Rd 900 E
2396,2515,1916,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Unincorporated,2011,0,1,-88.29540253,40.11299896,Co Rd 900 E
2397,2560,1961,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2011,0,2,-88.29519653,40.09489822,Co Rd 900 E
2398,2546,1947,A-Injury,Other object,Rain,Dusk,Wet,Other Regualtory Sign,Unincorporated,2011,0,1,-88.42610168,40.05509949,Co Rd 200 E
2399,2404,1805,A-Injury,Fixed object,Clear,Darkness,Ice,Lane Use Marking,Unincorporated,2011,0,3,-88.18199921,40.16609955,Co Rd 1500 E
2400,2505,1906,A-Injury,Angle,Rain,Daylight,Wet,No Controls,Unincorporated,2011,0,1,-88.40740204,40.09870148,Co Rd 300 E
2401,2564,1965,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2011,0,3,-88.40740204,40.09870148,Co Rd 300 E
2402,2486,1887,A-Injury,Other non collision,Clear,Darkness,Dry,No Controls,Unincorporated,2011,0,1,-87.9489975,40.30500031,Co Rd 2700 E
2403,2487,1888,A-Injury,Other non collision,Clear,Darkness,Dry,No Controls,Unincorporated,2011,0,1,-87.94930267,40.313201899999996,Co Rd 2700 E
2404,2405,1806,A-Injury,Angle,Clear,"Darkness, lighted road",Snow or slush,Traffic Signal,Champaign,2011,0,4,-88.25789642,40.11830139,Co Rd 1100 E
2405,2558,1959,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2011,0,2,-88.09770203,40.26879883,Co Rd 1900 E
2406,2381,1782,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2010,0,3,-88.04740143,39.9233017,Co Rd 2200 E
2407,2482,1883,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2011,0,1,-88.36509705,40.15679932,Co Rd 525 E
2408,2433,1834,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2011,0,2,-88.31240082,39.94820023,Co Rd 800 E
2409,2370,1771,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2010,0,1,-88.38480377,40.3266983,Co Rd 400 E
2410,2416,1817,A-Injury,Overturned,Clear,Darkness,Ice,Lane Use Marking,Unincorporated,2011,0,3,-88.38490295,40.35290146,Co Rd 400 E
2411,2470,1871,A-Injury,Overturned,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2011,0,1,-88.25749969,40.08810043,Co Rd 1100 E
2412,2460,1861,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2011,0,2,-88.25849915,40.18569946,Co Rd 1100 E
2413,2499,1900,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2011,0,1,-88.23670197,39.90829849,Co Rd 1200 E
2414,2452,1853,A-Injury,Angle,Rain,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2011,0,2,-87.95850372,40.07619858,Co Rd 2700 E
2415,2425,1826,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,No Controls,Urbana,2011,0,1,-88.21949768,40.12509918,Co Rd 1300 E
2416,2541,1942,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2011,0,1,-88.21949768,40.12379837,Co Rd 1300 E
2417,2513,1914,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2011,0,1,-88.21340179,40.35929871,Co Rd 1300 E
2418,2538,1939,A-Injury,Fixed object,Clear,Darkness,Dry,Other Warning Sign,Unincorporated,2011,0,1,-87.96040344,40.21400070000001,Co Rd 2700 E
2419,2397,1798,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,No Controls,Unincorporated,2010,0,1,-88.37960052,40.19670105,Co Rd 50
2420,2500,1901,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Savoy,2011,0,2,-88.25170135,40.05289841,US Hwy 45
2421,2506,1907,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Champaign,2011,0,1,-88.24520111,40.0945015,US Hwy 45
2422,2551,1952,A-Injury,Angle,Clear,Darkness,Dry,Traffic Signal,Urbana,2011,0,2,-88.20749664,40.11640167,US Hwy 45
2423,2388,1789,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2010,0,2,-88.19779968,40.23749924,I- 57
2424,2390,1791,A-Injury,Sideswipe same direction,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2010,0,1,-88.18759918,40.26229858,I- 57
2425,2399,1800,A-Injury,Fixed object,Snow,Daylight,Ice,Lane Use Marking,Unincorporated,2011,0,3,-88.27069855,39.89870071,I- 57
2426,2412,1813,A-Injury,Overturned,Sleet/Hail,Darkness,Ice,Lane Use Marking,Unincorporated,2011,0,2,-88.30380249,40.04990005,I- 57
2427,2413,1814,A-Injury,Rear end,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2011,0,2,-88.2743988,39.90150070000001,I- 57
